kind,repeat,count,index,metric,value
sample,2,8,4,concurrent_create_ms,1.096488
sample,2,8,6,concurrent_create_ms,1.087827
sample,2,8,7,concurrent_create_ms,1.083317
sample,2,8,0,concurrent_create_ms,1.150898
sample,2,8,1,concurrent_create_ms,1.142998
sample,2,8,2,concurrent_create_ms,1.138138
sample,2,8,3,concurrent_create_ms,1.136179
sample,2,8,0,concurrent_create_wall_ms,1.224160
sample,2,8,0,concurrent_idle_rss_before_kib,12944.000000
sample,2,8,0,concurrent_idle_rss_after_kib,12944.000000
sample,2,8,0,concurrent_idle_session_rss_delta_per_session_kib,0.000000
sample,2,8,32,active_idle_connections,32.000000
sample,2,8,32,active_connection_rss_delta_kib,0.000000
sample,2,8,32,active_connection_rss_delta_per_connection_kib,0.000000
sample,2,8,0,concurrent_teardown_wall_ms,2.884267
sample,2,8,0,post_teardown_rss_delta_from_baseline_kib,0.000000
sample,2,8,0,post_connection_close_rss_delta_kib,0.000000
sample,3,8,0,sequential_create_ms,0.258174
sample,3,8,1,sequential_create_ms,0.213044
sample,3,8,2,sequential_create_ms,0.213953
sample,3,8,3,sequential_create_ms,0.223784
sample,3,8,4,sequential_create_ms,0.202534
sample,3,8,5,sequential_create_ms,0.208453
sample,3,8,6,sequential_create_ms,0.234664
sample,3,8,7,sequential_create_ms,0.201854
sample,3,8,0,sequential_create_wall_ms,1.842540
sample,3,8,0,sequential_idle_rss_before_kib,12944.000000
sample,3,8,0,sequential_idle_rss_after_kib,12944.000000
sample,3,8,0,sequential_idle_rss_delta_per_session_kib,0.000000
sample,3,8,0,sequential_teardown_wall_ms,0.736043
sample,3,8,6,concurrent_create_ms,0.865804
sample,3,8,7,concurrent_create_ms,0.865954
sample,3,8,0,concurrent_create_ms,0.924805
sample,3,8,1,concurrent_create_ms,0.915894
sample,3,8,2,concurrent_create_ms,0.911424
sample,3,8,3,concurrent_create_ms,0.906794
sample,3,8,4,concurrent_create_ms,0.903174
sample,3,8,5,concurrent_create_ms,0.899295
sample,3,8,0,concurrent_create_wall_ms,0.993966
sample,3,8,0,concurrent_idle_rss_before_kib,12944.000000
sample,3,8,0,concurrent_idle_rss_after_kib,12944.000000
sample,3,8,0,concurrent_idle_session_rss_delta_per_session_kib,0.000000
sample,3,8,32,active_idle_connections,32.000000
sample,3,8,32,active_connection_rss_delta_kib,0.000000
sample,3,8,32,active_connection_rss_delta_per_connection_kib,0.000000
sample,3,8,0,concurrent_teardown_wall_ms,0.859124
sample,3,8,0,post_teardown_rss_delta_from_baseline_kib,0.000000
sample,3,8,0,post_connection_close_rss_delta_kib,0.000000
sample,4,8,0,sequential_create_ms,0.257444
sample,4,8,1,sequential_create_ms,0.212664
sample,4,8,2,sequential_create_ms,0.189643
sample,4,8,3,sequential_create_ms,0.200364
sample,4,8,4,sequential_create_ms,0.211053
sample,4,8,5,sequential_create_ms,0.218724
sample,4,8,6,sequential_create_ms,0.225314
sample,4,8,7,sequential_create_ms,0.217143
sample,4,8,0,sequential_create_wall_ms,1.810250
sample,4,8,0,sequential_idle_rss_before_kib,12944.000000
sample,4,8,0,sequential_idle_rss_after_kib,12944.000000
sample,4,8,0,sequential_idle_rss_delta_per_session_kib,0.000000
sample,4,8,0,sequential_teardown_wall_ms,2.751515
sample,4,8,7,concurrent_create_ms,0.873404
sample,4,8,0,concurrent_create_ms,0.943085
sample,4,8,1,concurrent_create_ms,0.933425
sample,4,8,2,concurrent_create_ms,0.929145
sample,4,8,3,concurrent_create_ms,0.925135
sample,4,8,4,concurrent_create_ms,0.920795
sample,4,8,5,concurrent_create_ms,0.916494
sample,4,8,6,concurrent_create_ms,0.912474
sample,4,8,0,concurrent_create_wall_ms,1.040257
sample,4,8,0,concurrent_idle_rss_before_kib,12944.000000
sample,4,8,0,concurrent_idle_rss_after_kib,12944.000000
sample,4,8,0,concurrent_idle_session_rss_delta_per_session_kib,0.000000
sample,4,8,32,active_idle_connections,32.000000
sample,4,8,32,active_connection_rss_delta_kib,20.000000
sample,4,8,32,active_connection_rss_delta_per_connection_kib,0.625000
sample,4,8,0,concurrent_teardown_wall_ms,0.763042
sample,4,8,0,post_teardown_rss_delta_from_baseline_kib,20.000000
sample,4,8,0,post_connection_close_rss_delta_kib,0.000000
